qid,docid,docno,rank,score,query
Q4,803,2041570774604017795,43,6.077714464696935,US bases attack Iran
Q4,978,2042503471409082471,44,6.012497517570864,US bases attack Iran
Q4,614,2040167014103420981,45,6.009266758539361,US bases attack Iran
Q4,966,2042356295278202949,46,5.970194432241388,US bases attack Iran
Q4,954,2042321356096704606,47,5.968991497208209,US bases attack Iran
Q4,935,2042238848487620898,48,5.939850548396004,US bases attack Iran
Q4,951,2042302858930885047,49,5.939850548396004,US bases attack Iran
Q4,765,2041475150059827332,50,5.872346040561328,US bases attack Iran
Q4,400,2033654055461961758,51,5.750082966956764,US bases attack Iran
Q4,615,2040209798050853276,52,5.704016017939328,US bases attack Iran
Q4,618,2040317285567693027,53,5.648152644269983,US bases attack Iran
Q4,1138,2043796366342705288,54,5.615423389723753,US bases attack Iran
Q4,313,2029550245026423186,55,5.576155656917044,US bases attack Iran
Q4,774,2041494977092735021,56,5.576155656917044,US bases attack Iran
Q4,1233,2044779117271544222,57,5.569946751386576,US bases attack Iran
Q4,284,2028168447515828293,58,5.5630101106007865,US bases attack Iran
Q4,1176,2044294073939316898,59,5.481245442218787,US bases attack Iran
Q4,1187,2044394373178171793,60,5.481245442218787,US bases attack Iran
Q4,1194,2044446007568519637,61,5.481245442218787,US bases attack Iran
Q4,626,2040369758529347615,62,5.465977061342729,US bases attack Iran
Q4,1150,2043882223728791918,63,5.465977061342729,US bases attack Iran
Q4,1223,2044694972495196647,64,5.452464415562112,US bases attack Iran
Q4,616,2040267376566878712,65,5.4125236750057395,US bases attack Iran
Q4,1936,2048050532896723098,66,5.395324981820482,US bases attack Iran
Q4,687,2041071249254764643,67,5.362961405972993,US bases attack Iran
Q4,131,1934644930758213759,68,5.339997483745716,US bases attack Iran
Q4,318,2029738107889762388,69,5.319582107686676,US bases attack Iran
Q4,258,2027673156136407536,70,5.312056616094476,US bases attack Iran
Q4,264,2027703830788383048,71,5.312056616094476,US bases attack Iran
Q4,265,2027704187673276537,72,5.312056616094476,US bases attack Iran
Q4,1224,2044696673465565200,73,5.308728568848476,US bases attack Iran
Q4,581,2039598713476465113,74,5.284641529427071,US bases attack Iran
Q4,1124,2043735749569458182,75,5.230044974749841,US bases attack Iran
Q4,1146,2043861041239732242,76,5.230044974749841,US bases attack Iran
Q4,992,2042672833092870648,77,5.1985706276620505,US bases attack Iran
Q4,2335,2048874836483563938,78,5.195517871457572,US bases attack Iran
Q4,955,2042324795757371613,79,5.176564977804509,US bases attack Iran
Q4,956,2042325121659293700,80,5.176564977804509,US bases attack Iran
